IDName,Sample_related,NewPop,OrderPop,Full.Population.Name,Year.Collected,Clone.ID.2018,Tide,TideCode,Collector,Longitude,Latitude,X,Y,aagx030,aag004,m49,aagx012,aag002,atg002,aagx051,aagx071,m13,m16,aagx030.1,aagx030.2,aag004.1,aag004.2,m49.1,m49.2,aagx012.1,aagx012.2,aag002.1,aag002.2,atg002.1,atg002.2,aagx051.1,aagx051.2,aagx071.1,aagx071.2,m13.1,m13.2,m16.1,m16.2
SJR_16,B1_1B16,SJR,6,Sir Johns Run,2011,201,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24235,39.6498,221797.4617,4393915.453,159:159,391:391,168:180,202:202,319:325,151:157,184:190,233:236,263:271,187:187,159,159,391,391,168,180,202,202,319,325,151,157,184,190,233,236,271,271,187,187
TC_05,A2_2A05,TC,1,Town Creek,2011,202,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.5394,39.52273333,195747.8991,4380772.07,159:159,391:391,168:180,202:202,319:325,151:151,190:190,224:224,271:271,187:187,159,159,391,391,168,180,202,202,319,325,151,151,190,190,224,224,271,271,187,187
TC_08,A2_2A08,TC,1,Town Creek,2011,203,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53931667,39.52295,195756.0109,4380795.843,159:159,376:376,168:180,202:202,319:325,151:157,184:184,224:224,271:271,187:187,159,159,376,376,168,180,202,202,319,325,151,157,184,184,224,224,271,271,187,187
TC_18,A2_2A18,TC,1,Town Creek,2011,204,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53861667,39.52305,195816.6353,4380804.576,159:159,376:391,168:180,202:204,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,190,224,236,263,271,187,187
TC_20,A2_2A20,TC,1,Town Creek,2011,205,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53848333,39.5232,195828.7555,4380820.778,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,236,263,271,187,187
PR_09,A1_1A09,PR,2,Purslane Run,2011,205,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46408333,39.53433333,202273.3764,4381807.715,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,236,263,271,187,187
FMC1_01,B2_2B01,FMC1,3,Fifteen Mile Creek Upriver,2011,205,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38478333,39.6241,209466.0345,4391513.846,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,236,263,271,187,187
FMC1_17,B2_2B17,FMC1,3,Fifteen Mile Creek Upriver,2011,205,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38311667,39.62188333,209599.8464,4391262.357,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,236,263,271,187,187
SJR_04,B1_1B04,SJR,6,Sir Johns Run,2011,205,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24046667,39.65081667,221963.1665,4394022.48,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,236,263,271,187,187
SJR_06,B1_1B06,SJR,6,Sir Johns Run,2011,205,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24068333,39.65063333,221943.8377,4394002.798,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,236,263,271,187,187
HCK1_17,C2_2C17,HCK1,7,Hancock,2011,205,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17996667,39.69671667,227335.9018,4398932.285,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,236,263,271,187,187
TC_21,A2_2A21,TC,1,Town Creek,2011,206,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53833333,39.52323333,195841.7984,4380823.971,159:159,376:376,168:180,202:204,319:325,151:157,190:193,,263:271,187:187,159,159,376,376,168,180,202,204,319,325,151,157,190,193,,,263,271,187,187
TC_27,A2_2A27,TC,1,Town Creek,2011,207,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53791667,39.52358333,195879.1525,4380861.419,159:159,376:391,168:180,202:204,319:325,151:157,184:193,224:236,263:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,193,224,236,263,271,187,187
LC_02,C1_1C02,LC,9,Licking Creek,2011,207,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05116667,39.65046667,238207.0291,4393413.895,159:159,376:391,168:180,202:204,319:325,151:157,184:193,224:236,263:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,193,224,236,263,271,187,187
WSP2_12,E2_2EE12,WSP2,12,Williamsport Down River,2011,207,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.8298,39.60243333,257035.4076,4387459.133,159:159,376:391,168:180,202:204,319:325,151:157,184:193,224:236,263:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,193,224,236,263,271,187,187
EF_06,H1_1H06,EF,23,Edwards Ferry,2011,207,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.47416667,39.10346667,286056.2087,4331172.996,159:159,376:391,168:180,202:204,319:325,151:157,184:193,224:236,263:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,193,224,236,263,271,187,187
PR_12,A1_1A12,PR,2,Purslane Run,2011,208,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.463996,39.534094,202279.8601,4381780.855,146:159,391:391,168:180,202:202,319:325,151:157,181:190,224:233,271:271,187:187,146,159,391,391,168,180,202,202,319,325,151,157,181,190,224,233,271,271,187,187
PR_18,A1_1A18,PR,2,Purslane Run,2011,209,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46386667,39.53338333,202287.9383,4381701.528,159:159,376:391,168:180,202:204,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,193,224,233,263,271,187,187
PR_19,A1_1A19,PR,2,Purslane Run,2011,210,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46388333,39.53355,202287.219,4381720.087,159:159,376:391,168:180,202:202,319:315,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,315,151,157,184,190,224,233,263,271,187,187
FMC1_07,B2_2B07,FMC1,3,Fifteen Mile Creek Upriver,2011,211,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.3836,39.62293333,209562.7445,4391380.492,159:159,391:391,168:180,202:202,319:325,151:157,190:190,224:233,263:271,187:187,159,159,391,391,168,180,202,202,319,325,151,157,190,190,224,233,263,271,187,187
FMC1_08,B2_2B08,FMC1,3,Fifteen Mile Creek Upriver,2011,212,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38348333,39.62273333,209571.9241,4391357.91,159:159,391:391,168:180,202:202,319:325,157:157,184:190,224:233,263:271,187:187,159,159,391,391,168,180,202,202,319,325,157,157,184,190,224,233,263,271,187,187
FMC1_09,B2_2B09,FMC1,3,Fifteen Mile Creek Upriver,2011,213,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38346667,39.62265,209573.0056,4391348.605,159:159,391:391,168:180,202:202,325:325,154:157,187:190,,263:271,187:187,159,159,391,391,168,180,202,202,325,325,154,157,187,190,,,263,271,187,187
FMC1_11,B2_2B11,FMC1,3,Fifteen Mile Creek Upriver,2011,214,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38348333,39.62241667,209570.5986,4391322.755,159:159,391:391,168:180,202:202,319:325,151:151,184:190,,263:271,187:187,159,159,391,391,168,180,202,202,319,325,151,151,184,190,,,263,271,187,187
FMC1_15,B2_2B15,FMC1,3,Fifteen Mile Creek Upriver,2011,215,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38318333,39.62206667,209594.8905,4391282.927,159:159,376:391,168:180,202:204,319:325,151:157,184:193,224:233,271:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,193,224,233,271,271,187,187
FMC1_21,B2_2B21,FMC1,3,Fifteen Mile Creek Upriver,2011,216,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38281667,39.62151667,209624.069,4391220.679,159:159,376:391,168:180,202:202,319:325,151:157,184:193,,263:271,187:187,159,159,376,391,180,180,202,202,319,325,151,157,184,193,,,263,271,187,187
FMC1_23,B2_2B23,FMC1,3,Fifteen Mile Creek Upriver,2011,217,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38256667,39.6214,209645.0451,4391206.918,159:159,376:376,168:180,202:204,319:325,151:157,190:190,221:221,263:271,187:187,159,159,376,376,168,180,202,204,319,325,151,157,190,190,221,221,263,271,187,187
FMC2_02,TO_Tour02,FMC2,4,Fifteenmile Creek Down River,2007,218,NonTidal,AA,Lloyd & Burnett,-78.38318,39.62856,209622.3557,4392003.802,159:159,391:394,168:180,202:202,322:325,151:151,184:184,224:233,263:266,187:187,159,159,391,394,168,180,202,202,322,325,151,151,184,184,224,233,263,266,187,187
FMC2_03,TO_Tour03,FMC2,4,Fifteenmile Creek Down River,2007,219,NonTidal,AA,Lloyd & Burnett,-78.38309,39.62855,209630.0402,4392002.4,159:159,376:391,168:180,202:202,319:325,151:157,181:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,181,190,224,233,263,271,187,187
FMC2_05,TO_Tour05,FMC2,4,Fifteenmile Creek Down River,2007,219,NonTidal,AA,Lloyd & Burnett,-78.38284,39.62868,209652.0465,4392016.024,159:159,376:391,168:180,202:202,319:325,151:157,181:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,181,190,224,233,263,271,187,187
FMC2_07,TO_Tour07,FMC2,4,Fifteenmile Creek Down River,2007,219,NonTidal,AA,Lloyd & Burnett,-78.38269,39.62882,209665.5097,4392031.081,159:159,376:391,168:180,202:202,319:325,151:157,181:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,181,190,224,233,263,271,187,187
WF2_01,H2_2H01,WF2,21,Whites Ferry 2011,2011,219,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.51983,39.15503333,282266.0907,4337005.287,159:159,376:391,168:180,202:202,319:325,151:157,181:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,181,190,224,233,263,271,187,187
BB_B_016,BB_BB16,BB_B,30,Belmont Bay,2013,220,Tidal,AB,Neel & Hohmann,-77.22183,38.64848,306648.7544,4280111.212,159:159,376:376,168:168,202:202,325:325,154:163,178:181,233:233,271:280,187:187,159,159,376,376,168,168,202,202,325,325,154,163,178,181,233,233,271,280,187,187
SHC_18,TU_Tour18,SHC,5,Sideling Hill Creek,2007,221,NonTidal,AA,Lloyd & Burnett,-78.32286,39.63388,214822.5821,4392400.913,159:159,376:391,168:177,202:202,319:325,151:157,181:190,224:233,263:271,187:187,159,159,376,391,168,177,202,202,319,325,151,157,181,190,224,233,263,271,187,187
SHC_21,TU_Tour21,SHC,5,Sideling Hill Creek,2007,221,NonTidal,AA,Lloyd & Burnett,-78.32246,39.63381,214856.6307,4392391.87,159:159,376:391,168:177,202:202,319:325,151:157,181:190,224:233,263:271,187:187,159,159,376,391,168,177,202,202,319,325,151,157,181,190,224,233,263,271,187,187
SJR_17,B1_1B17,SJR,6,Sir Johns Run,2011,226,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24245,39.64981667,221788.9467,4393917.614,159:159,376:391,168:180,202:204,319:325,151:157,184:193,236:236,271:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,184,193,236,236,271,271,187,187
SJR_20,B1_1B20,SJR,6,Sir Johns Run,2011,228,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24286667,39.64956667,221752.1847,4393891.153,159:159,376:391,168:180,202:202,319:315,151:157,181:190,,263:263,187:187,159,159,376,391,168,180,202,202,319,315,151,157,181,190,,,263,263,187,187
SJR_22,B1_1B22,SJR,6,Sir Johns Run,2011,229,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24303333,39.64936667,221737.0791,4393869.466,159:159,376:391,168:180,202:202,319:328,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,328,151,157,184,190,224,233,263,271,187,187
SJR_24,B1_1B24,SJR,6,Sir Johns Run,2011,230,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24333333,39.64911667,221710.3294,4393842.643,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,233,263,271,187,187
LC_15,C1_1C15,LC,9,Licking Creek,2011,230,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05096667,39.64816667,238215.5085,4393157.981,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,233,263,271,187,187
LC_18,C1_1C18,LC,9,Licking Creek,2011,230,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.04993333,39.64671667,238298.7162,4392993.997,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,233,263,271,187,187
LC_27,C1_1C27,LC,9,Licking Creek,2011,230,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.04918333,39.64615,238360.9436,4392928.901,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,233,263,271,187,187
LC_28,C1_1C28,LC,9,Licking Creek,2011,230,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.04915,39.64598333,238363.1752,4392910.302,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,233,263,271,187,187
OJ_11,D1_1D11,OJ,13,Opequon Creek,2011,230,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.85808333,39.5157,254300.5102,4377907.944,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,233,263,271,187,187
BWK2_23,F2_2F23,BWK2,18,Brunswick Down River,2011,230,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.61758333,39.3066,274304.6629,4354068.322,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,233,263,271,187,187
SJR_26,B1_1B26,SJR,6,Sir Johns Run,2011,231,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24366667,39.64881667,221680.5175,4393810.372,159:159,391:391,168:180,202:202,319:325,151:157,184:184,224:233,271:271,187:187,159,159,391,391,168,180,202,202,319,325,151,157,184,184,224,233,271,271,187,187
SJR_27,B1_1B27,SJR,6,Sir Johns Run,2011,232,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24368333,39.64875,221678.8201,4393803.023,159:159,376:391,168:180,202:202,319:325,151:157,181:187,224:224,253:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,181,187,224,224,253,271,187,187
HCK1_08,C2_2C08,HCK1,7,Hancock,2011,233,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18081667,39.69685,227263.5306,4398949.674,159:159,376:391,168:168,202:202,325:325,151:157,184:184,233:233,263:271,187:187,159,159,376,391,168,168,202,202,325,325,151,157,184,184,233,233,263,271,187,187
HCK1_09,C2_2C09,HCK1,7,Hancock,2011,234,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18078333,39.69673333,227265.9301,4398936.62,159:159,391:391,168:168,202:202,319:325,151:151,184:184,233:233,271:271,187:187,159,159,391,391,168,168,202,202,319,325,151,151,184,184,233,233,271,271,187,187
HCK1_11,C2_2C11,HCK1,7,Hancock,2011,235,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.1806,39.69675,227281.7183,4398937.913,159:159,391:391,168:180,202:202,319:325,151:157,184:190,,263:266,187:187,159,159,391,391,168,180,202,202,319,325,151,157,184,190,,,263,266,187,187
HCK1_18,C2_2C18,HCK1,7,Hancock,2011,236,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17995,39.69673333,227337.3971,4398934.084,159:159,391:391,168:180,202:202,319:319,157:157,181:190,,263:271,187:187,159,159,391,391,168,180,202,202,319,319,157,157,181,190,,,263,271,187,187
HCK1_19,C2_2C19,HCK1,7,Hancock,2011,237,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17985,39.6968,227346.2358,4398941.181,159:159,391:391,168:180,202:202,319:325,151:157,184:184,,263:271,187:187,159,159,391,391,168,180,202,202,319,325,151,157,184,184,,,263,271,187,187
HCK1_29,C2_2C29,HCK1,7,Hancock,2011,238,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.18016667,39.69743333,227321.5732,4399012.455,159:159,391:391,,202:202,319:325,151:157,187:187,,263:271,187:187,159,159,391,391,,,202,202,319,325,151,157,187,187,,,263,271,187,187
HCK2_P02,HK_HCKP02,HCK2,8,Hancock 2,2007,239,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17652,39.697319,227633.8608,4398988.67,159:159,376:391,168:180,202:202,325:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,325,325,151,157,184,190,224,233,263,271,187,187
HCK2_P14,HK_HCKP14,HCK2,8,Hancock 2,2007,241,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.174384,39.696863,227815.2505,4398931.555,159:159,376:391,168:177,202:202,325:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,177,202,202,325,325,151,157,184,190,224,233,263,271,187,187
HCK2_01,HK_HCK1,HCK2,8,Hancock 2,2007,242,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.173906,39.696817,227856.0631,4398924.996,159:159,376:376,168:171,202:202,319:319,154:160,175:181,,271:271,,159,159,376,376,168,171,202,202,319,319,154,160,175,181,,,271,271,,
HCK2_02,HK_HCK2,HCK2,8,Hancock 2,2007,243,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.173906,39.696817,227856.0631,4398924.996,159:159,376:394,168:171,202:202,319:319,154:160,175:181,230:233,271:271,187:187,159,159,376,394,168,171,202,202,319,319,154,160,175,181,230,233,271,271,187,187
HCK2_03,HK_HCK3,HCK2,8,Hancock 2,2007,243,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.173906,39.696817,227856.0631,4398924.996,159:159,376:394,168:171,202:202,319:319,154:160,175:181,230:233,271:271,187:187,159,159,376,394,168,171,202,202,319,319,154,160,175,181,230,233,271,271,187,187
HCK2_08,HK_HCK8,HCK2,8,Hancock 2,2007,243,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.17231,39.696539,227991.8442,4398889.287,159:159,376:394,168:171,202:202,319:319,154:160,175:181,230:233,271:271,187:187,159,159,376,394,168,171,202,202,319,319,154,160,175,181,230,233,271,271,187,187
HCK2_04,HK_HCK4,HCK2,8,Hancock 2,2007,244,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.173593,39.696801,227882.8432,4398922.269,159:159,376:391,168:177,202:202,319:325,160:163,178:187,233:233,271:271,187:187,159,159,376,391,168,177,202,202,319,325,160,163,178,187,233,233,271,271,187,187
HCK2_05,HK_HCK5,HCK2,8,Hancock 2,2007,244,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.173572,39.696795,227884.6206,4398921.539,159:159,376:391,168:177,202:202,319:325,160:163,178:187,233:233,271:271,187:187,159,159,376,391,168,177,202,202,319,325,160,163,178,187,233,233,271,271,187,187
HCK2_06,HK_HCK6,HCK2,8,Hancock 2,2007,245,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.172472,39.69656,227978.0335,4398892.11,159:159,391:391,168:168,202:202,319:322,151:151,175:184,233:242,266:271,187:187,159,159,391,391,168,168,202,202,319,322,151,151,175,184,233,242,266,271,187,187
HCK2_07,HK_HCK7,HCK2,8,Hancock 2,2007,245,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.172472,39.69656,227978.0335,4398892.11,159:159,391:391,168:168,202:202,319:322,151:151,175:184,233:242,266:271,187:187,159,159,391,391,168,168,202,202,319,322,151,151,175,184,233,242,266,271,187,187
HCK2_09,HK_HCK9,HCK2,8,Hancock 2,2007,247,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.172325,39.696548,227990.5932,4398890.332,159:159,376:376,168:171,202:202,319:319,154:160,175:175,230:233,271:271,,159,159,376,376,168,171,202,202,319,319,154,160,175,175,230,233,271,271,,
HCK2_10,HK_HCK10,HCK2,8,Hancock 2,2007,248,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.171672,39.69643,228046.1313,4398875.25,159:159,391:394,168:168,202:202,319:322,151:151,175:184,233:242,266:271,187:187,159,159,391,394,168,168,202,202,319,322,151,151,175,184,233,242,266,271,187,187
LC_08,C1_1C08,LC,9,Licking Creek,2011,249,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05175,39.64931667,238152.6269,4393287.933,159:159,376:391,168:180,202:202,319:325,151:157,184:193,224:236,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,224,236,263,271,187,187
LC_17,C1_1C17,LC,9,Licking Creek,2011,250,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.05065,39.6476,238240.5456,4393094.149,159:159,376:391,168:180,202:204,319:325,157:157,184:193,224:236,263:271,187:187,159,159,376,391,168,180,202,204,319,325,157,157,184,193,224,236,263,271,187,187
LC_20,C1_1C20,LC,9,Licking Creek,2011,251,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.04966667,39.64655,238320.9722,4392974.717,159:159,376:391,168:180,202:204,319:325,151:157,190:193,224:224,263:271,187:187,159,159,376,391,168,180,202,204,319,325,151,157,190,193,224,224,263,271,187,187
MF_01,D2_2D01,MF,10,McCoys Ferry,2011,252,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96883333,39.60773333,245115.5861,4388432.947,159:159,394:394,168:168,202:202,322:325,154:157,184:184,230:233,266:271,187:187,159,159,394,394,168,168,202,202,322,325,154,157,184,184,230,233,266,271,187,187
MF_03,D2_2D03,MF,10,McCoys Ferry,2011,253,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96885,39.60761667,245113.7264,4388420.044,159:159,376:376,168:168,202:202,322:325,154:157,184:184,230:233,271:271,187:187,159,159,376,376,168,168,202,202,322,325,154,157,184,184,230,233,271,271,187,187
MF_04,D2_2D04,MF,10,McCoys Ferry,2011,254,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96895,39.6076,245105.0784,4388418.477,159:159,376:391,168:168,202:202,322:322,154:157,181:184,230:233,266:271,187:187,159,159,376,391,168,168,202,202,322,322,154,157,181,184,230,233,266,271,187,187
MF_07,D2_2D07,MF,10,McCoys Ferry,2011,255,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96936667,39.60746667,245068.8103,4388404.859,159:159,391:391,168:180,202:202,322:325,154:160,178:190,224:230,263:263,187:187,159,159,391,391,168,180,202,202,322,325,154,160,178,190,224,230,263,263,187,187
MF_09,D2_2D09,MF,10,McCoys Ferry,2011,256,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96856667,39.60788333,245139.0341,4388448.841,159:159,376:394,168:168,202:202,322:325,154:157,184:184,233:233,271:271,187:187,159,159,376,394,168,168,202,202,322,325,154,157,184,184,233,233,271,271,187,187
MF_11,D2_2D11,MF,10,McCoys Ferry,2011,257,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96841667,39.608,245152.3424,4388461.367,159:159,391:391,,202:202,319:325,151:157,184:193,224:224,263:271,187:187,159,159,391,391,,,202,202,319,325,151,157,184,193,224,224,263,271,187,187
MF_12,D2_2D12,MF,10,McCoys Ferry,2011,258,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96813333,39.6082,245177.4061,4388482.765,159:159,391:394,168:168,202:202,319:325,151:154,184:184,224:230,271:271,187:187,159,159,391,394,168,168,202,202,319,325,151,154,184,184,224,230,271,271,187,187
MF_14,D2_2D14,MF,10,McCoys Ferry,2011,259,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96788333,39.60828333,245199.1787,4388491.306,159:159,391:394,168:168,202:202,319:325,151:154,178:184,224:230,271:271,187:187,159,159,391,394,168,168,202,202,319,325,151,154,178,184,224,230,271,271,187,187
MF_15,D2_2D15,MF,10,McCoys Ferry,2011,260,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96785,39.60835,245202.2853,4388498.613,159:159,376:391,168:180,202:202,319:325,151:160,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,160,184,190,224,233,263,271,187,187
MF_16,D2_2D16,MF,10,McCoys Ferry,2011,261,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96771667,39.60841667,245213.9785,4388505.635,159:159,391:391,168:168,202:202,319:325,151:154,184:184,224:230,271:271,187:187,159,159,391,391,168,168,202,202,319,325,151,154,184,184,224,230,271,271,187,187
MF_17,D2_2D17,MF,10,McCoys Ferry,2011,262,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96766667,39.60846667,245218.4553,4388511.044,159:159,391:391,168:168,202:202,325:325,151:154,178:190,230:233,263:271,187:187,159,159,391,391,168,168,202,202,325,325,151,154,178,190,230,233,263,271,187,187
MF_18,D2_2D18,MF,10,McCoys Ferry,2011,263,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96756667,39.60848333,245227.1032,4388512.61,159:159,376:391,168:168,202:202,319:322,151:157,181:184,224:224,271:271,187:187,159,159,376,391,168,168,202,202,319,322,151,157,181,184,224,224,271,271,187,187
MF_19,D2_2D19,MF,10,McCoys Ferry,2011,264,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96741667,39.60853333,245240.1666,4388517.734,153:159,376:376,168:168,202:202,319:319,154:157,181:184,224:230,271:271,187:187,153,159,376,376,168,168,202,202,319,319,154,157,181,184,224,230,271,271,187,187
